green_red_vector_pow_2,green_red_vector_pow_4,green_red_vector_pow_6,green_red_vector_pow_8
340.879375,116198.74830039062,39609756.69641947,13502149106.577534
336.03890624999997,112922.14651369628,37946234.60586475,12751411173.26069
0.0,0.0,0.0,0.0
342.99890624999995,117648.24968869625,40353220.96544971,13841110654.813818
343.69343749999996,118125.17898056637,40598848.819133595,13953557909.190838
0.0,0.0,0.0,0.0
336.7240625,113383.09426650392,38178816.120237656,12855726065.446913
338.79359375,114781.09916604005,38887101.081037834,13174700725.764318
338.33140625,114468.14045510255,38728166.930997364,13102955179.249084
337.87171874999996,114157.29833107909,38570522.5949782,13031888762.250992
0.0,0.0,0.0,0.0
336.26843750000006,113076.46205869145,38024045.21450421,12786286271.710688
336.03828125,112921.72646545409,37946022.87723383,12751316307.938835
